"date","campaign","country","product","clicks","orders"
2019-06-10,"DqUvjLMKBS","B","XEL",13,0
2019-06-10,"MfKuRTXlzm","B","XEL",1,0
2019-06-10,"iM0JRNeq2P","B","XEL",1,0
2019-06-10,"CaisEzeLvR","B","ERX",17,0
2019-06-10,"C4blvUzx6s","B","ERX",19,0
2019-06-10,"IlMN9gxZJu","B","ERX",27,0
2019-06-10,"ZPjDK8kHnc","B","ERX",0,0
2019-06-10,"XbYd8uVLhx","B","ERX",26,0
2019-06-10,"KgZnrkWvpo","B","ERX",51,0
2019-06-10,"d2Ei1gFJDz","B","ERX",0,0
2019-06-10,"cUXhVgnZSI","B","ERX",2,0
2019-06-10,"TLctmWP3RF","B","XEL",6,0
2019-06-10,"h2eHUngLsG","B","ERX",3,0
2019-06-10,"T3G19zmuEC","B","XEL",7,0
2019-06-10,"PCl4GcJgV2","B","ERX",18,0
2019-06-10,"IeYt0uLGKN","B","ERX",5,0
2019-06-10,"47I2ckSNQ0","B","XEL",1,0
2019-06-10,"KVJqI0l5X8","B","ERX",29,0
2019-06-10,"IYXmKUPSJl","B","XEL",1,0
2019-06-10,"anZU0BYt8I","B","XEL",3,0
2019-06-10,"8EOKwkHTz1","B","XEL",3,0
2019-06-10,"AXLSgGmU8j","B","ERX",5,0
2019-06-11,"Vi5rYbIjQ4","B","XEL",105,0
2019-06-11,"iM0JRNeq2P","B","XEL",2,0
2019-06-11,"ckJb8RPuOC","B","XEL",2,0
2019-06-11,"KEAf7xlow6","B","ERX",15,0
2019-06-11,"IeYt0uLGKN","B","ERX",11,0
2019-06-11,"MfKuRTXlzm","B","XEL",0,0
2019-06-11,"anZU0BYt8I","B","XEL",5,0
2019-06-11,"PCl4GcJgV2","B","ERX",17,0
2019-06-11,"Iq046fpVdL","B","ERX",4,0
2019-06-11,"DqUvjLMKBS","B","XEL",10,0
2019-06-11,"KgZnrkWvpo","B","ERX",44,0
2019-06-11,"hSHrQxF2GM","B","PNM",14,0
2019-06-11,"VjBu1eXyzx","B","ERX",2,0
2019-06-11,"7AgK2Cw9VX","B","PNM",2,0
2019-06-11,"iFh3gzQ0UC","B","XEL",3,0
2019-06-11,"uBivnH0c5o","B","XEL",1,0
2019-06-11,"0NsbEYaFOW","B","XEL",7,0
2019-06-11,"spzkKmqbEi","B","ERX",15,0
2019-06-11,"he3dgjABZ1","B","ERX",7,0
2019-06-11,"8EOKwkHTz1","B","XEL",2,0
2019-06-11,"CaisEzeLvR","B","ERX",17,0
2019-06-11,"h2eHUngLsG","B","ERX",5,0
2019-06-11,"zCtyRbJZHM","B","ERX",1,0
2019-06-11,"IlMN9gxZJu","B","ERX",23,0
2019-06-11,"fWix4Iz5SF","B","XEL",1,0
2019-06-11,"d2Ei1gFJDz","B","ERX",2,0
2019-06-11,"IYXmKUPSJl","B","XEL",1,0
2019-06-11,"cUXhVgnZSI","B","ERX",2,0
2019-06-11,"C4blvUzx6s","B","ERX",28,0
2019-06-11,"TLctmWP3RF","B","XEL",3,0
2019-06-11,"T3G19zmuEC","B","XEL",8,0
2019-06-11,"CLP1nWgylr","B","ERX",8,0
2019-06-11,"KVJqI0l5X8","B","ERX",2,0
2019-06-11,"sIum8C9xB0","B","XEL",12,0
2019-06-11,"XbYd8uVLhx","B","ERX",3,0
2019-06-11,"AXLSgGmU8j","B","ERX",2,0
2019-06-11,"47I2ckSNQ0","B","XEL",1,0
2019-06-11,"b6rTe8dOyL","B","ERX",0,0
2019-06-11,"M6LNqYx5Wk","B","ERX",0,0
2019-06-12,"fWix4Iz5SF","B","XEL",1,0
2019-06-12,"DqUvjLMKBS","B","XEL",11,0
2019-06-12,"iFh3gzQ0UC","B","XEL",5,0
2019-06-12,"PCl4GcJgV2","B","ERX",19,0
2019-06-12,"hSHrQxF2GM","B","PNM",12,0
2019-06-12,"0NsbEYaFOW","B","XEL",9,0
2019-06-12,"IeYt0uLGKN","B","ERX",4,0
2019-06-12,"KVJqI0l5X8","B","ERX",3,0
2019-06-12,"IlMN9gxZJu","B","ERX",18,0
2019-06-12,"XbYd8uVLhx","B","ERX",3,0
2019-06-12,"Iq046fpVdL","B","ERX",1,0
2019-06-12,"MfKuRTXlzm","B","XEL",1,0
2019-06-12,"cUXhVgnZSI","B","ERX",4,0
2019-06-12,"sIum8C9xB0","B","XEL",15,0
2019-06-12,"anZU0BYt8I","B","XEL",5,0
2019-06-12,"CaisEzeLvR","B","ERX",16,0
2019-06-12,"ZPjDK8kHnc","B","ERX",0,0
2019-06-12,"T3G19zmuEC","B","XEL",12,0
2019-06-12,"KEAf7xlow6","B","ERX",15,0
2019-06-12,"Vi5rYbIjQ4","B","XEL",135,0
2019-06-12,"M6LNqYx5Wk","B","ERX",1,0
2019-06-12,"ckJb8RPuOC","B","XEL",5,0
2019-06-12,"AXLSgGmU8j","B","ERX",5,0
2019-06-12,"7AgK2Cw9VX","B","PNM",3,0
2019-06-12,"47I2ckSNQ0","B","XEL",1,0
2019-06-12,"h2eHUngLsG","B","ERX",8,0
2019-06-12,"d2Ei1gFJDz","B","ERX",1,0
2019-06-12,"C4blvUzx6s","B","ERX",24,0
2019-06-12,"KgZnrkWvpo","B","ERX",50,0
2019-06-12,"iM0JRNeq2P","B","XEL",3,0
2019-06-12,"VjBu1eXyzx","B","ERX",2,0
2019-06-12,"he3dgjABZ1","B","ERX",5,0
2019-06-12,"spzkKmqbEi","B","ERX",14,0
2019-06-12,"b6zuv83yCt","B","ERX",0,0
2019-06-12,"TLctmWP3RF","B","XEL",1,0
2019-06-12,"8EOKwkHTz1","B","XEL",4,0
2019-06-12,"uBivnH0c5o","B","XEL",2,0
2019-06-12,"IYXmKUPSJl","B","XEL",1,0
2019-06-12,"CLP1nWgylr","B","ERX",3,0
2019-06-12,"zCtyRbJZHM","B","ERX",0,0
2019-06-13,"0NsbEYaFOW","B","XEL",5,0
2019-06-13,"T3G19zmuEC","B","XEL",6,0
2019-06-13,"Vi5rYbIjQ4","B","XEL",137,0
2019-06-13,"CaisEzeLvR","B","ERX",19,0
2019-06-13,"DqUvjLMKBS","B","XEL",15,0
2019-06-13,"sIum8C9xB0","B","XEL",30,0
2019-06-13,"IlMN9gxZJu","B","ERX",29,0
2019-06-13,"AXLSgGmU8j","B","ERX",4,0
2019-06-13,"zCtyRbJZHM","B","ERX",1,0
2019-06-13,"ckJb8RPuOC","B","XEL",1,0
2019-06-13,"KEAf7xlow6","B","ERX",18,0
2019-06-13,"MfKuRTXlzm","B","XEL",5,0
2019-06-13,"KgZnrkWvpo","B","ERX",48,0
2019-06-13,"PCl4GcJgV2","B","ERX",21,0
2019-06-13,"C4blvUzx6s","B","ERX",23,0
2019-06-13,"spzkKmqbEi","B","ERX",19,0
2019-06-13,"8EOKwkHTz1","B","XEL",3,0
2019-06-13,"d2Ei1gFJDz","B","ERX",1,0
2019-06-13,"IeYt0uLGKN","B","ERX",6,0
2019-06-13,"hSHrQxF2GM","B","PNM",10,0
2019-06-13,"iFh3gzQ0UC","B","XEL",5,0
2019-06-13,"h2eHUngLsG","B","ERX",7,0
2019-06-13,"anZU0BYt8I","B","XEL",6,0
2019-06-13,"iM0JRNeq2P","B","XEL",2,0
2019-06-13,"cUXhVgnZSI","B","ERX",1,0
2019-06-13,"uBivnH0c5o","B","XEL",1,0
2019-06-13,"VjBu1eXyzx","B","ERX",1,0
2019-06-13,"IYXmKUPSJl","B","XEL",0,0
2019-06-13,"CLP1nWgylr","B","ERX",6,0
2019-06-13,"he3dgjABZ1","B","ERX",4,0
2019-06-13,"TLctmWP3RF","B","XEL",2,0
2019-06-14,"0NsbEYaFOW","B","XEL",6,0
2019-06-14,"Vi5rYbIjQ4","B","XEL",164,0
2019-06-14,"IeYt0uLGKN","B","ERX",7,0
2019-06-14,"iFh3gzQ0UC","B","XEL",5,0
2019-06-14,"ZPjDK8kHnc","B","ERX",0,0
2019-06-14,"hSHrQxF2GM","B","PNM",11,0
2019-06-14,"IlMN9gxZJu","B","ERX",26,0
2019-06-14,"MfKuRTXlzm","B","XEL",1,0
2019-06-14,"h2eHUngLsG","B","ERX",9,0
2019-06-14,"KEAf7xlow6","B","ERX",21,0
2019-06-14,"TLctmWP3RF","B","XEL",3,0
2019-06-14,"C4blvUzx6s","B","ERX",20,0
2019-06-14,"DqUvjLMKBS","B","XEL",21,0
2019-06-14,"T3G19zmuEC","B","XEL",6,0
2019-06-14,"7AgK2Cw9VX","B","PNM",3,0
2019-06-14,"47I2ckSNQ0","B","XEL",2,0
2019-06-14,"AXLSgGmU8j","B","ERX",4,0
2019-06-14,"uBivnH0c5o","B","XEL",2,0
2019-06-14,"KgZnrkWvpo","B","ERX",42,0
2019-06-14,"VjBu1eXyzx","B","ERX",2,0
2019-06-14,"anZU0BYt8I","B","XEL",5,0
2019-06-14,"iM0JRNeq2P","B","XEL",3,0
2019-06-14,"Iq046fpVdL","B","ERX",4,0
2019-06-14,"CLP1nWgylr","B","ERX",6,0
2019-06-14,"cUXhVgnZSI","B","ERX",5,0
2019-06-14,"he3dgjABZ1","B","ERX",4,0
2019-06-14,"CaisEzeLvR","B","ERX",18,0
2019-06-14,"PCl4GcJgV2","B","ERX",26,0
2019-06-14,"zCtyRbJZHM","B","ERX",1,0
2019-06-14,"8EOKwkHTz1","B","XEL",4,0
2019-06-14,"ckJb8RPuOC","B","XEL",1,0
2019-06-14,"spzkKmqbEi","B","ERX",19,0
2019-06-14,"IYXmKUPSJl","B","XEL",1,0
2019-06-14,"tPGjgr5iAT","B","ERX",0,0
2019-06-14,"d2Ei1gFJDz","B","ERX",0,0
2019-06-14,"sIum8C9xB0","B","XEL",18,0
2019-06-15,"DqUvjLMKBS","B","XEL",15,0
2019-06-15,"IYXmKUPSJl","B","XEL",0,0
2019-06-15,"MfKuRTXlzm","B","XEL",2,0
2019-06-15,"KEAf7xlow6","B","ERX",18,0
2019-06-15,"iFh3gzQ0UC","B","XEL",4,0
2019-06-15,"anZU0BYt8I","B","XEL",6,0
2019-06-15,"KgZnrkWvpo","B","ERX",41,0
2019-06-15,"hSHrQxF2GM","B","PNM",11,0
2019-06-15,"0NsbEYaFOW","B","XEL",7,0
2019-06-15,"47I2ckSNQ0","B","XEL",0,0
2019-06-15,"CaisEzeLvR","B","ERX",9,0
2019-06-15,"h2eHUngLsG","B","ERX",8,0
2019-06-15,"IlMN9gxZJu","B","ERX",23,0
2019-06-15,"Vi5rYbIjQ4","B","XEL",155,0
2019-06-15,"C4blvUzx6s","B","ERX",17,0
2019-06-15,"spzkKmqbEi","B","ERX",18,0
2019-06-15,"IT1QpcJG2y","B","ERX",1,0
2019-06-15,"T3G19zmuEC","B","XEL",8,0
2019-06-15,"iM0JRNeq2P","B","XEL",2,0
2019-06-15,"PCl4GcJgV2","B","ERX",19,0
2019-06-15,"M6LNqYx5Wk","B","ERX",0,0
2019-06-15,"sIum8C9xB0","B","XEL",14,0
2019-06-15,"8EOKwkHTz1","B","XEL",2,0
2019-06-15,"cUXhVgnZSI","B","ERX",4,0
2019-06-15,"uBivnH0c5o","B","XEL",4,0
2019-06-15,"ckJb8RPuOC","B","XEL",1,0
2019-06-15,"IeYt0uLGKN","B","ERX",6,0
2019-06-15,"he3dgjABZ1","B","ERX",5,0
2019-06-15,"TLctmWP3RF","B","XEL",1,0
2019-06-15,"7AgK2Cw9VX","B","PNM",3,0
2019-06-15,"VjBu1eXyzx","B","ERX",4,0
2019-06-15,"AXLSgGmU8j","B","ERX",3,0
2019-06-15,"d2Ei1gFJDz","B","ERX",1,0
2019-06-15,"CLP1nWgylr","B","ERX",3,0
2019-06-15,"zCtyRbJZHM","B","ERX",1,0
2019-06-15,"ZPjDK8kHnc","B","ERX",0,0
2019-06-15,"XbYd8uVLhx","B","ERX",0,0
2019-06-15,"W4xKOaAb7h","B","SLR",0,0
2019-06-16,"IeYt0uLGKN","B","ERX",4,0
2019-06-16,"ckJb8RPuOC","B","XEL",2,0
2019-06-16,"uBivnH0c5o","B","XEL",2,0
2019-06-16,"0NsbEYaFOW","B","XEL",8,0
2019-06-16,"DqUvjLMKBS","B","XEL",19,0
2019-06-16,"KgZnrkWvpo","B","ERX",38,0
2019-06-16,"KEAf7xlow6","B","ERX",14,0
2019-06-16,"iFh3gzQ0UC","B","XEL",2,0
2019-06-16,"CLP1nWgylr","B","ERX",6,0
2019-06-16,"hSHrQxF2GM","B","PNM",17,0
2019-06-16,"sIum8C9xB0","B","XEL",18,0
2019-06-16,"AXLSgGmU8j","B","ERX",4,0
2019-06-16,"spzkKmqbEi","B","ERX",17,0
2019-06-16,"d2Ei1gFJDz","B","ERX",1,0
2019-06-16,"Vi5rYbIjQ4","B","XEL",154,0
2019-06-16,"h2eHUngLsG","B","ERX",4,0
2019-06-16,"VjBu1eXyzx","B","ERX",2,0
2019-06-16,"anZU0BYt8I","B","XEL",6,0
2019-06-16,"PCl4GcJgV2","B","ERX",25,0
2019-06-16,"MfKuRTXlzm","B","XEL",0,0
2019-06-16,"IYXmKUPSJl","B","XEL",1,0
2019-06-16,"C4blvUzx6s","B","ERX",13,0
2019-06-16,"8EOKwkHTz1","B","XEL",3,0
2019-06-16,"zCtyRbJZHM","B","ERX",1,0
2019-06-16,"IlMN9gxZJu","B","ERX",19,0
2019-06-16,"T3G19zmuEC","B","XEL",7,0
2019-06-16,"he3dgjABZ1","B","ERX",3,0
2019-06-16,"iM0JRNeq2P","B","XEL",3,0
2019-06-16,"iC4SU5fulc","B","ERX",0,0
2019-06-16,"IT1QpcJG2y","B","ERX",0,0
2019-06-16,"TLctmWP3RF","B","XEL",1,0
2019-06-17,"T3G19zmuEC","B","XEL",10,0
2019-06-17,"Vi5rYbIjQ4","B","XEL",161,0
2019-06-17,"KgZnrkWvpo","B","ERX",46,0
2019-06-17,"d2Ei1gFJDz","B","ERX",0,0
2019-06-17,"iFh3gzQ0UC","B","XEL",3,0
2019-06-17,"C4blvUzx6s","B","ERX",15,0
2019-06-17,"hSHrQxF2GM","B","PNM",16,0
2019-06-17,"cUXhVgnZSI","B","ERX",4,0
2019-06-17,"PCl4GcJgV2","B","ERX",19,0
2019-06-17,"VjBu1eXyzx","B","ERX",6,0
2019-06-17,"zCtyRbJZHM","B","ERX",1,0
2019-06-17,"DqUvjLMKBS","B","XEL",12,0
2019-06-17,"IlMN9gxZJu","B","ERX",26,0
2019-06-17,"0NsbEYaFOW","B","XEL",13,0
2019-06-17,"iM0JRNeq2P","B","XEL",3,0
2019-06-17,"Iq046fpVdL","B","ERX",4,0
2019-06-17,"KEAf7xlow6","B","ERX",14,0
2019-06-17,"ckJb8RPuOC","B","XEL",3,0
2019-06-17,"spzkKmqbEi","B","ERX",17,0
2019-06-17,"IeYt0uLGKN","B","ERX",10,0
2019-06-17,"KVJqI0l5X8","B","ERX",0,0
2019-06-17,"sIum8C9xB0","B","XEL",14,0
2019-06-17,"XbYd8uVLhx","B","ERX",72,0
2019-06-17,"he3dgjABZ1","B","ERX",8,0
2019-06-17,"IT1QpcJG2y","B","ERX",1,0
2019-06-17,"CLP1nWgylr","B","ERX",2,0
2019-06-17,"IYXmKUPSJl","B","XEL",1,0
2019-06-17,"8EOKwkHTz1","B","XEL",4,0
2019-06-17,"uBivnH0c5o","B","XEL",6,0
2019-06-17,"anZU0BYt8I","B","XEL",8,0
2019-06-17,"h2eHUngLsG","B","ERX",4,0
2019-06-17,"TLctmWP3RF","B","XEL",0,0
2019-06-17,"7AgK2Cw9VX","B","PNM",3,0
2019-06-17,"MfKuRTXlzm","B","XEL",1,0
2019-06-17,"AXLSgGmU8j","B","ERX",3,0
2019-06-17,"47I2ckSNQ0","B","XEL",1,0
2019-06-17,"ZPjDK8kHnc","B","ERX",0,0
2019-06-18,"IeYt0uLGKN","B","ERX",6,0
2019-06-18,"zCtyRbJZHM","B","ERX",2,0
2019-06-18,"d2Ei1gFJDz","B","ERX",0,0
2019-06-18,"hSHrQxF2GM","B","PNM",11,0
2019-06-18,"AXLSgGmU8j","B","ERX",6,0
2019-06-18,"47I2ckSNQ0","B","XEL",1,0
2019-06-18,"PCl4GcJgV2","B","ERX",22,0
2019-06-18,"cUXhVgnZSI","B","ERX",5,0
2019-06-18,"T3G19zmuEC","B","XEL",9,0
2019-06-18,"ckJb8RPuOC","B","XEL",6,0
2019-06-18,"TLctmWP3RF","B","XEL",1,0
2019-06-18,"DqUvjLMKBS","B","XEL",12,0
2019-06-18,"7AgK2Cw9VX","B","PNM",3,0
2019-06-18,"0NsbEYaFOW","B","XEL",19,0
2019-06-18,"spzkKmqbEi","B","ERX",16,0
2019-06-18,"IlMN9gxZJu","B","ERX",23,0
2019-06-18,"anZU0BYt8I","B","XEL",4,0
2019-06-18,"he3dgjABZ1","B","ERX",3,0
2019-06-18,"fWix4Iz5SF","B","XEL",0,0
2019-06-18,"CLP1nWgylr","B","ERX",0,0
2019-06-18,"uBivnH0c5o","B","XEL",4,0
2019-06-18,"Vi5rYbIjQ4","B","XEL",157,0
2019-06-18,"ZPjDK8kHnc","B","ERX",1,0
2019-06-18,"h2eHUngLsG","B","ERX",4,0
2019-06-18,"C4blvUzx6s","B","ERX",11,0
2019-06-18,"KgZnrkWvpo","B","ERX",43,0
2019-06-18,"iFh3gzQ0UC","B","XEL",3,0
2019-06-18,"MfKuRTXlzm","B","XEL",1,0
2019-06-18,"iM0JRNeq2P","B","XEL",4,0
2019-06-18,"KEAf7xlow6","B","ERX",11,0
2019-06-18,"VjBu1eXyzx","B","ERX",2,0
2019-06-18,"8EOKwkHTz1","B","XEL",3,0
2019-06-18,"XbYd8uVLhx","B","ERX",87,0
2019-06-18,"75bEaQFdWi","B","XEL",0,0
2019-06-18,"sIum8C9xB0","B","XEL",14,0
2019-06-18,"IT1QpcJG2y","B","ERX",0,0
2019-06-18,"WOhD5imJMu","B","XEL",0,0
2019-06-18,"IYXmKUPSJl","B","XEL",1,0
2019-06-19,"0NsbEYaFOW","B","XEL",15,0
2019-06-19,"47I2ckSNQ0","B","XEL",0,0
2019-06-19,"Vi5rYbIjQ4","B","XEL",182,0
2019-06-19,"AXLSgGmU8j","B","ERX",2,2
2019-06-19,"hSHrQxF2GM","B","PNM",8,0
2019-06-19,"T3G19zmuEC","B","XEL",5,0
2019-06-19,"KEAf7xlow6","B","ERX",7,0
2019-06-19,"DqUvjLMKBS","B","XEL",11,0
2019-06-19,"zCtyRbJZHM","B","ERX",1,0
2019-06-19,"IeYt0uLGKN","B","ERX",6,0
2019-06-19,"iFh3gzQ0UC","B","XEL",3,0
2019-06-19,"spzkKmqbEi","B","ERX",16,0
2019-06-19,"MfKuRTXlzm","B","XEL",7,0
2019-06-19,"h2eHUngLsG","B","ERX",5,0
2019-06-19,"VjBu1eXyzx","B","ERX",3,0
2019-06-19,"uBivnH0c5o","B","XEL",1,0
2019-06-19,"iM0JRNeq2P","B","XEL",2,0
2019-06-19,"KgZnrkWvpo","B","ERX",50,0
2019-06-19,"PCl4GcJgV2","B","ERX",13,0
2019-06-19,"ckJb8RPuOC","B","XEL",2,0
2019-06-19,"sIum8C9xB0","B","XEL",13,0
2019-06-19,"anZU0BYt8I","B","XEL",5,2
2019-06-19,"he3dgjABZ1","B","ERX",4,0
2019-06-19,"wcTxOa4ULW","B","XEL",0,0
2019-06-19,"XbYd8uVLhx","B","ERX",69,0
2019-06-19,"IlMN9gxZJu","B","ERX",26,0
2019-06-19,"ZPjDK8kHnc","B","ERX",0,0
2019-06-19,"IYXmKUPSJl","B","XEL",1,0
2019-06-19,"8EOKwkHTz1","B","XEL",1,0
2019-06-19,"C4blvUzx6s","B","ERX",12,0
2019-06-19,"TLctmWP3RF","B","XEL",1,0
2019-06-19,"d2Ei1gFJDz","B","ERX",0,0
2019-06-20,"8EOKwkHTz1","B","XEL",3,0
2019-06-20,"0NsbEYaFOW","B","XEL",24,0
2019-06-20,"cUXhVgnZSI","B","ERX",5,0
2019-06-20,"DqUvjLMKBS","B","XEL",18,0
2019-06-20,"he3dgjABZ1","B","ERX",2,0
2019-06-20,"IeYt0uLGKN","B","ERX",6,0
2019-06-20,"iM0JRNeq2P","B","XEL",3,0
2019-06-20,"Vi5rYbIjQ4","B","XEL",172,0
2019-06-20,"ckJb8RPuOC","B","XEL",2,0
2019-06-20,"QJ4dvYbDSE","B","XEL",0,0
2019-06-20,"XbYd8uVLhx","B","ERX",75,0
2019-06-20,"zCtyRbJZHM","B","ERX",1,0
2019-06-20,"hSHrQxF2GM","B","PNM",6,0
2019-06-20,"PCl4GcJgV2","B","ERX",20,0
2019-06-20,"d2Ei1gFJDz","B","ERX",1,0
2019-06-20,"KgZnrkWvpo","B","ERX",52,0
2019-06-20,"spzkKmqbEi","B","ERX",14,0
2019-06-20,"VjBu1eXyzx","B","ERX",2,0
2019-06-20,"Iq046fpVdL","B","ERX",6,0
2019-06-20,"h2eHUngLsG","B","ERX",4,0
2019-06-20,"KEAf7xlow6","B","ERX",12,0
2019-06-20,"MfKuRTXlzm","B","XEL",1,0
2019-06-20,"uBivnH0c5o","B","XEL",3,0
2019-06-20,"IlMN9gxZJu","B","ERX",26,0
2019-06-20,"AXLSgGmU8j","B","ERX",5,0
2019-06-20,"anZU0BYt8I","B","XEL",6,0
2019-06-20,"T3G19zmuEC","B","XEL",6,0
2019-06-20,"iFh3gzQ0UC","B","XEL",4,0
2019-06-20,"C4blvUzx6s","B","ERX",12,0
2019-06-20,"CLP1nWgylr","B","ERX",1,0
2019-06-20,"7AgK2Cw9VX","B","PNM",2,0
2019-06-20,"ZPjDK8kHnc","B","ERX",2,0
2019-06-20,"IYXmKUPSJl","B","XEL",0,0
2019-06-20,"sIum8C9xB0","B","XEL",28,0
2019-06-20,"47I2ckSNQ0","B","XEL",1,0
2019-06-21,"Vi5rYbIjQ4","B","XEL",179,0
2019-06-21,"CLP1nWgylr","B","ERX",0,0
2019-06-21,"hSHrQxF2GM","B","PNM",8,0
2019-06-21,"spzkKmqbEi","B","ERX",18,0
2019-06-21,"T3G19zmuEC","B","XEL",6,0
2019-06-21,"KEAf7xlow6","B","ERX",15,0
2019-06-21,"C4blvUzx6s","B","ERX",10,0
2019-06-21,"VjBu1eXyzx","B","ERX",1,0
2019-06-21,"0NsbEYaFOW","B","XEL",23,0
2019-06-21,"DqUvjLMKBS","B","XEL",13,0
2019-06-21,"47I2ckSNQ0","B","XEL",1,0
2019-06-21,"8EOKwkHTz1","B","XEL",3,0
2019-06-21,"cUXhVgnZSI","B","ERX",7,0
2019-06-21,"PCl4GcJgV2","B","ERX",20,0
2019-06-21,"IlMN9gxZJu","B","ERX",30,0
2019-06-21,"d2Ei1gFJDz","B","ERX",2,0
2019-06-21,"7AgK2Cw9VX","B","PNM",3,0
2019-06-21,"IeYt0uLGKN","B","ERX",3,0
2019-06-21,"sIum8C9xB0","B","XEL",28,0
2019-06-21,"ckJb8RPuOC","B","XEL",0,0
2019-06-21,"TLctmWP3RF","B","XEL",1,0
2019-06-21,"tPGjgr5iAT","B","ERX",0,0
2019-06-21,"KgZnrkWvpo","B","ERX",54,0
2019-06-21,"he3dgjABZ1","B","ERX",1,0
2019-06-21,"uBivnH0c5o","B","XEL",3,0
2019-06-21,"iM0JRNeq2P","B","XEL",2,0
2019-06-21,"MfKuRTXlzm","B","XEL",1,0
2019-06-21,"ZPjDK8kHnc","B","ERX",1,0
2019-06-21,"h2eHUngLsG","B","ERX",4,0
2019-06-21,"anZU0BYt8I","B","XEL",4,0
2019-06-21,"XbYd8uVLhx","B","ERX",85,0
2019-06-21,"iFh3gzQ0UC","B","XEL",3,0
2019-06-21,"AXLSgGmU8j","B","ERX",6,0
2019-06-21,"zCtyRbJZHM","B","ERX",2,0
2019-06-21,"IYXmKUPSJl","B","XEL",0,0
2019-06-22,"QJ4dvYbDSE","B","XEL",13,0
2019-06-22,"KgZnrkWvpo","B","ERX",58,0
2019-06-22,"IlMN9gxZJu","B","ERX",27,0
2019-06-22,"hSHrQxF2GM","B","PNM",11,0
2019-06-22,"sIum8C9xB0","B","XEL",22,0
2019-06-22,"6dQAcitUs2","B","XEL",12,0
2019-06-22,"C4blvUzx6s","B","ERX",8,0
2019-06-22,"KEAf7xlow6","B","ERX",10,0
2019-06-22,"uBivnH0c5o","B","XEL",3,0
2019-06-22,"IeYt0uLGKN","B","ERX",5,0
2019-06-22,"ckJb8RPuOC","B","XEL",3,0
2019-06-22,"Vi5rYbIjQ4","B","XEL",180,0
2019-06-22,"h2eHUngLsG","B","ERX",3,0
2019-06-22,"spzkKmqbEi","B","ERX",20,0
2019-06-22,"0NsbEYaFOW","B","XEL",28,0
2019-06-22,"IYXmKUPSJl","B","XEL",0,0
2019-06-22,"he3dgjABZ1","B","ERX",2,0
2019-06-22,"XbYd8uVLhx","B","ERX",88,0
2019-06-22,"iFh3gzQ0UC","B","XEL",3,0
2019-06-22,"DqUvjLMKBS","B","XEL",11,0
2019-06-22,"AXLSgGmU8j","B","ERX",5,0
2019-06-22,"Iq046fpVdL","B","ERX",1,0
2019-06-22,"MfKuRTXlzm","B","XEL",1,0
2019-06-22,"PCl4GcJgV2","B","ERX",21,0
2019-06-22,"TLctmWP3RF","B","XEL",1,0
2019-06-22,"iM0JRNeq2P","B","XEL",2,0
2019-06-22,"d2Ei1gFJDz","B","ERX",1,0
2019-06-22,"T3G19zmuEC","B","XEL",6,0
2019-06-22,"anZU0BYt8I","B","XEL",5,0
2019-06-22,"CLP1nWgylr","B","ERX",2,0
2019-06-22,"8EOKwkHTz1","B","XEL",3,0
2019-06-22,"cUXhVgnZSI","B","ERX",2,0
2019-06-22,"zCtyRbJZHM","B","ERX",0,0
2019-06-22,"VjBu1eXyzx","B","ERX",3,0
2019-06-22,"fWix4Iz5SF","B","XEL",37,0
2019-06-22,"47I2ckSNQ0","B","XEL",0,0
2019-06-22,"ZPjDK8kHnc","B","ERX",2,0
2019-06-22,"6uyLc2fGr5","B","XEL",9,0
2019-06-23,"MfKuRTXlzm","B","XEL",3,0
2019-06-23,"hSHrQxF2GM","B","PNM",11,0
2019-06-23,"KEAf7xlow6","B","ERX",10,0
2019-06-23,"IeYt0uLGKN","B","ERX",8,0
2019-06-23,"T3G19zmuEC","B","XEL",4,0
2019-06-23,"Vi5rYbIjQ4","B","XEL",172,0
2019-06-23,"6uyLc2fGr5","B","XEL",23,0
2019-06-23,"fWix4Iz5SF","B","XEL",87,1
2019-06-23,"DqUvjLMKBS","B","XEL",12,0
2019-06-23,"IT1QpcJG2y","B","ERX",0,0
2019-06-23,"VjBu1eXyzx","B","ERX",2,0
2019-06-23,"sIum8C9xB0","B","XEL",17,0
2019-06-23,"KgZnrkWvpo","B","ERX",40,0
2019-06-23,"ckJb8RPuOC","B","XEL",1,0
2019-06-23,"IlMN9gxZJu","B","ERX",29,0
2019-06-23,"XbYd8uVLhx","B","ERX",117,0
2019-06-23,"QJ4dvYbDSE","B","XEL",34,0
2019-06-23,"he3dgjABZ1","B","ERX",5,0
2019-06-23,"47I2ckSNQ0","B","XEL",0,0
2019-06-23,"0NsbEYaFOW","B","XEL",17,0
2019-06-23,"spzkKmqbEi","B","ERX",13,0
2019-06-23,"PCl4GcJgV2","B","ERX",19,0
2019-06-23,"anZU0BYt8I","B","XEL",5,0
2019-06-23,"cUXhVgnZSI","B","ERX",4,0
2019-06-23,"iFh3gzQ0UC","B","XEL",2,0
2019-06-23,"TLctmWP3RF","B","XEL",0,0
2019-06-23,"zCtyRbJZHM","B","ERX",1,0
2019-06-23,"8EOKwkHTz1","B","XEL",2,0
2019-06-23,"uBivnH0c5o","B","XEL",2,0
2019-06-23,"Iq046fpVdL","B","ERX",3,0
2019-06-23,"6dQAcitUs2","B","XEL",31,0
2019-06-23,"7AgK2Cw9VX","B","PNM",1,0
2019-06-23,"CLP1nWgylr","B","ERX",1,0
